palavra
point
police
officer
polite
poor
thing
pop
popular
port
possibly
post
something
postcard
potato
pound
practice
practise
prefer
would
prepare
present
pretty
print
printer
probably
problem
program
programme
project
school
pull
pupil
purple
purse
push
put
puzzle
quarter
queen
question
quick
quickly
restaurant
quite
quiz
rabbit
running
raced
racket
radio
railway
rain
raincoat
rap
read
reading
When
real
reason
receipt
receive
receptionist
recipe
record
re
recording
red
refrigerator
relax
relaxing
remember
rent
repair
repeat
rest
Try
said
return
returned
review
rice
rich
swam
bought
Give
rang
river
roast
rock
roof
roundabout
rubber
rugby
ruler
runner
sad
safe
sail
sailing
salad
sale
salt
sandwich
sauce
sausage
save
say
scared
scarf
scary
schoolchild
scientist
scissors
scooter
screen
sea
season
seat
second
secretary
seem
seems
seemed
selfie
sell
send
sentence
serious
serve
set
several
shall
shame
shampoo
share
Will
shared
pictures
she
sheep
sheet
shelf
ship
shoe
shop
shopping
short
shorts
shout
show
Show
photos
shower
shut
shy
sick
sightseeing
sign
silver
similar
simple
since
sing
singer
singing
single
sink
sister
site
sitting
size
skate
skateboard
skateboarding
ski
skirt
sky
sleep
slice
slim
slow
slowly
smart
smoke
smoking
snack
snake
snow
snowboard
snowboarding
so
So
think
ate
too
felt
soap
soccer
sock
soft
software
someone
sometimes
somewhere
son
song
sorry
understand
that
sort
sound
sounds
To
strange
etc
soup
south
space
spare
speak
speaker
spell
spelling
spend
weekend
spends
spoon
sport
sports
spring
square
stadium
staff
stage
stamp
Put
stand
standing
start
stay
stayed
New
York
days
stays
steak
steal
stolen
still
stomach
ache
storm
story
straight
strawberry
striped
stripes
strong
student
studies
study
stuff
where
subject
talk
success
successful
such
suddenly
sugar
suggest
ing
having
wearing
summer
sun
sunglasses
sunny
supermarket
supper
suppose
surf
surfing
surfboard
surname
surprise
surprised
surprising
sweater
sweet
team
swimsuit
tablet
using
takes
three
tall
tasty
taxi
tea
teach
technology
teenager
telephone
television
tell
zero
tent
term
terrible
text
textbook
than
thanks
theirs
themselves
there
these
they
thin
thirsty
those
thunderstorm
tidy
tie
tiger
tights
till
timetable
title
toast
toe
together
toilet
tomato
tooth
toothache
toothbrush
top
topic
total
tourist
towel
town
toy
traffic
training
trainer
trainers
tram
transport
tree
trouble
trousers
true
try
tune
twice
type
tyre
umbrella
uncle
underground
unfortunately
unhappy
uniform
until
unusual
upload
upset
upstairs
us
use
useful
usual
usually
versus
United
Liverpool
variety
various
vegetable
video
view
village
violin
visit
visitor
vocabulary
volleyball
wait
waitress
wake
walking
wall
wallet
wardrobe
warm
Is
quickest
wear
web
week
weekday
weekly
welcome
Welcome
London
known
west
wet
whale
wheel
which
while
white
who
whole
July
whose
why
wide
wife
wifi
wild
wildlife
win
wind
windsurfing
windy
winner
wish
Best
wishes
without
woman
wonderful
wooden
wool
word
worker
worried
worry
worse
worst
wow
write
writer
wrong
Yeah
year
yellow
yes
yet
Has
arrived
yogurt
young
yours
yourself
zoo
